task,marcelbinz-Llama-3.1-Centaur-8B-adapter
collsiöö2023MCPL,1.5057818124559543
cox2017information,0.7753230785871886
garcia2023experiential,0.5340748759569819
jansen2021dunningkruger,1.4438956984095463
krueger2022identifying,0.6174014763282705
kumar2023disentangling,0.46263309792281915
popov2023intent,0.5875796817447781
wise2019acomputational,1.8881158503293065
wu2018generalisation,2.090329979396322
zhu2020bayesian,2.806136531526772
