,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,tier
0,0,0,10,3,40,36,0,4318.329000000001,42,1,0,0.0
1,0,1,10,3,40,36,1,1049.251,45,1,0,0.0
2,0,2,10,3,40,36,1,716.1189999999999,42,1,0,0.0
3,0,3,10,3,40,36,1,492.085,18,1,0,0.0
4,0,4,10,3,40,36,0,1420.97,36,0,0,0.0
5,0,5,10,3,40,36,1,6135.7660000000005,35,0,0,0.0
6,0,6,10,3,40,36,1,3656.347,42,0,0,0.0
7,0,7,10,3,40,36,1,1135.698,37,0,0,0.0
8,0,8,10,3,40,36,1,557.8610000000001,45,0,0,0.0
9,0,9,10,3,40,36,1,539.23,31,0,0,0.0
10,1,0,10,2,60,48,0,991.717,67,1,0,0.0
11,1,1,10,2,60,48,1,836.569,57,1,0,0.0
12,1,2,10,2,60,48,0,584.2349999999999,56,1,0,0.0
13,1,3,10,2,60,48,1,630.713,50,1,0,0.0
14,1,4,10,2,60,48,0,1002.298,63,0,0,0.0
15,1,5,10,2,60,48,0,373.403,67,0,0,0.0
16,1,6,10,2,60,48,0,521.7270000000001,64,0,0,0.0
17,1,7,10,2,60,48,0,234.923,57,0,0,0.0
18,1,8,10,2,60,48,0,222.117,56,0,0,0.0
19,1,9,10,2,60,48,0,273.618,66,0,0,0.0
20,2,0,10,2,40,36,1,1323.729,37,1,0,0.0
21,2,1,10,2,40,36,0,499.441,48,1,0,0.0
22,2,2,10,2,40,36,0,804.551,23,1,0,0.0
23,2,3,10,2,40,36,1,545.76,39,1,0,0.0
24,2,4,10,2,40,36,0,1057.104,30,0,0,0.0
25,2,5,10,2,40,36,1,562.919,35,0,0,0.0
26,2,6,10,2,40,36,0,16.203,45,0,0,0.0
27,2,7,10,2,40,36,0,756.0010000000001,47,0,0,0.0
28,2,8,10,2,40,36,0,257.838,32,0,0,0.0
29,2,9,10,2,40,36,1,308.021,26,0,0,0.0
30,3,0,5,2,40,48,1,1291.758,58,1,0,0.0
31,3,1,5,2,40,48,0,309.156,51,1,0,0.0
32,3,2,5,2,40,48,0,525.9150000000001,28,1,0,0.0
33,3,3,5,2,40,48,1,390.511,47,1,0,0.0
34,3,4,5,2,40,48,1,796.393,35,0,0,0.0
35,4,0,5,2,40,10,1,624.441,4,1,0,0.0
36,4,1,5,2,40,10,0,364.122,30,1,0,0.0
37,4,2,5,2,40,10,1,419.285,11,1,0,0.0
38,4,3,5,2,40,10,0,439.537,37,1,0,0.0
39,4,4,5,2,40,10,0,490.774,54,0,0,0.0
40,5,0,5,2,60,56,1,756.6610000000001,62,1,0,0.0
41,5,1,5,2,60,56,0,395.687,61,1,0,0.0
42,5,2,5,2,60,56,1,673.4259999999999,51,1,0,0.0
43,5,3,5,2,60,56,0,467.686,63,1,0,0.0
44,5,4,5,2,60,56,0,893.368,52,0,0,0.0
45,6,0,10,3,40,48,1,662.223,49,1,0,0.0
46,6,1,10,3,40,48,1,440.762,62,1,0,0.0
47,6,2,10,3,40,48,0,524.991,38,1,0,0.0
48,6,3,10,3,40,48,1,460.655,42,1,0,0.0
49,6,4,10,3,40,48,1,2463.146,34,0,0,0.0
50,6,5,10,3,40,48,1,471.24,55,0,0,0.0
51,6,6,10,3,40,48,1,305.178,55,0,0,0.0
52,6,7,10,3,40,48,1,193.588,47,0,0,0.0
53,6,8,10,3,40,48,1,198.514,55,0,0,0.0
54,6,9,10,3,40,48,1,186.857,49,0,0,0.0
55,7,0,5,1,56,60,0,560.543,69,1,0,0.0
56,7,1,5,1,56,60,0,392.079,57,1,0,0.0
57,7,2,5,1,56,60,0,293.105,60,1,0,0.0
58,7,3,5,1,56,60,1,471.405,56,1,0,0.0
59,7,4,5,1,56,60,0,1177.636,61,0,0,0.0
60,8,0,10,3,48,60,1,566.801,43,1,0,0.0
61,8,1,10,3,48,60,0,349.628,53,1,0,0.0
62,8,2,10,3,48,60,1,405.342,70,1,0,0.0
63,8,3,10,3,48,60,1,618.112,55,1,0,0.0
64,8,4,10,3,48,60,1,318.131,62,0,0,0.0
65,8,5,10,3,48,60,1,166.124,66,0,0,0.0
66,8,6,10,3,48,60,1,252.111,63,0,0,0.0
67,8,7,10,3,48,60,1,134.539,66,0,0,0.0
68,8,8,10,3,48,60,1,157.822,59,0,0,0.0
69,8,9,10,3,48,60,1,124.086,60,0,0,0.0
70,9,0,5,3,80,60,1,668.057,48,1,0,0.0
71,9,1,5,3,80,60,1,318.601,61,1,0,0.0
72,9,2,5,3,80,60,0,407.876,89,1,0,0.0
73,9,3,5,3,80,60,1,492.628,58,1,0,0.0
74,9,4,5,3,80,60,0,1341.624,75,0,0,0.0
75,10,0,5,1,40,60,1,548.5409999999999,63,1,0,0.0
76,10,1,5,1,40,60,0,483.851,40,1,0,0.0
77,10,2,5,1,40,60,0,478.155,44,1,0,0.0
78,10,3,5,1,40,60,0,433.327,50,1,0,0.0
79,10,4,5,1,40,60,1,1036.864,73,0,0,0.0
80,11,0,10,2,40,70,1,464.44,68,1,0,0.0
81,11,1,10,2,40,70,0,387.482,44,1,0,0.0
82,11,2,10,2,40,70,1,433.978,73,1,0,0.0
83,11,3,10,2,40,70,0,638.591,62,1,0,0.0
84,11,4,10,2,40,70,1,1889.077,60,0,0,0.0
85,11,5,10,2,40,70,1,176.187,62,0,0,0.0
86,11,6,10,2,40,70,1,86.12599999999999,67,0,0,0.0
87,11,7,10,2,40,70,1,111.784,71,0,0,0.0
88,11,8,10,2,40,70,1,95.937,84,0,0,0.0
89,11,9,10,2,40,70,1,160.81400000000002,76,0,0,0.0
90,12,0,5,1,40,32,0,1462.985,30,1,0,0.0
91,12,1,5,1,40,32,1,264.584,29,1,0,0.0
92,12,2,5,1,40,32,0,420.153,39,1,0,0.0
93,12,3,5,1,40,32,0,720.8679999999999,38,1,0,0.0
94,12,4,5,1,40,32,0,561.547,34,0,0,0.0
95,13,0,10,1,40,36,1,591.881,33,1,0,0.0
96,13,1,10,1,40,36,0,565.315,27,1,0,0.0
97,13,2,10,1,40,36,0,1516.653,43,1,0,0.0
98,13,3,10,1,40,36,0,596.5500000000001,35,1,0,0.0
99,13,4,10,1,40,36,1,1593.456,37,0,0,0.0
100,13,5,10,1,40,36,1,524.2189999999999,27,0,0,0.0
101,13,6,10,1,40,36,0,444.894,41,0,0,0.0
102,13,7,10,1,40,36,0,79.238,53,0,0,0.0
103,13,8,10,1,40,36,0,0.295,51,0,0,0.0
104,13,9,10,1,40,36,0,204.742,36,0,0,0.0
105,14,0,10,2,72,60,0,753.864,65,1,0,0.0
106,14,1,10,2,72,60,1,504.991,49,1,0,0.0
107,14,2,10,2,72,60,0,322.15,71,1,0,0.0
108,14,3,10,2,72,60,1,402.654,58,1,0,0.0
109,14,4,10,2,72,60,0,471.433,64,0,0,0.0
110,14,5,10,2,72,60,0,1992.782,75,0,0,0.0
111,14,6,10,2,72,60,0,180.648,73,0,0,0.0
112,14,7,10,2,72,60,0,73.21600000000001,83,0,0,0.0
113,14,8,10,2,72,60,0,0.318,70,0,0,0.0
114,14,9,10,2,72,60,0,191.706,71,0,0,0.0
115,15,0,10,2,40,60,1,509.00500000000005,80,1,0,0.0
116,15,1,10,2,40,60,1,350.519,49,1,0,0.0
117,15,2,10,2,40,60,0,445.665,41,1,0,0.0
118,15,3,10,2,40,60,0,641.4159999999999,42,1,0,0.0
119,15,4,10,2,40,60,1,501.531,63,0,0,0.0
120,15,5,10,2,40,60,1,253.325,62,0,0,0.0
121,15,6,10,2,40,60,1,768.36,65,0,0,0.0
122,15,7,10,2,40,60,1,245.541,56,0,0,0.0
123,15,8,10,2,40,60,1,175.351,70,0,0,0.0
124,15,9,10,2,40,60,1,188.761,59,0,0,0.0
125,16,0,5,3,40,70,0,682.03,49,1,0,0.0
126,16,1,5,3,40,70,1,379.563,66,1,0,0.0
127,16,2,5,3,40,70,1,538.573,70,1,0,0.0
128,16,3,5,3,40,70,1,377.653,77,1,0,0.0
129,16,4,5,3,40,70,1,456.695,71,0,0,0.0
130,17,0,10,2,40,60,1,635.112,58,1,0,0.0
131,17,1,10,2,40,60,1,358.965,53,1,0,0.0
132,17,2,10,2,40,60,0,630.428,43,1,0,0.0
133,17,3,10,2,40,60,0,426.581,36,1,0,0.0
134,17,4,10,2,40,60,1,887.222,66,0,0,0.0
135,17,5,10,2,40,60,1,175.266,48,0,0,0.0
136,17,6,10,2,40,60,1,109.573,51,0,0,0.0
137,17,7,10,2,40,60,1,0.95,35,0,0,0.0
138,17,8,10,2,40,60,1,91.275,64,0,0,0.0
139,17,9,10,2,40,60,1,75.351,52,0,0,0.0
140,18,0,10,1,70,40,1,461.517,38,1,0,0.0
141,18,1,10,1,70,40,0,256.593,69,1,0,0.0
142,18,2,10,1,70,40,0,620.477,72,1,0,0.0
143,18,3,10,1,70,40,0,368.48,71,1,0,0.0
144,18,4,10,1,70,40,0,974.716,67,0,0,0.0
145,18,5,10,1,70,40,0,91.101,76,0,0,0.0
146,18,6,10,1,70,40,0,188.071,79,0,0,0.0
147,18,7,10,1,70,40,0,0.773,71,0,0,0.0
148,18,8,10,1,70,40,0,174.33599999999998,85,0,0,0.0
149,18,9,10,1,70,40,0,0.296,75,0,0,0.0
150,19,0,5,3,60,56,0,569.058,66,1,0,0.0
151,19,1,5,3,60,56,1,286.053,53,1,0,0.0
152,19,2,5,3,60,56,1,537.713,60,1,0,0.0
153,19,3,5,3,60,56,1,674.745,48,1,0,0.0
154,19,4,5,3,60,56,0,228.27,51,0,0,0.0
155,20,0,5,2,20,40,0,856.993,13,1,0,0.0
156,20,1,5,2,20,40,1,348.126,38,1,0,0.0
157,20,2,5,2,20,40,0,396.012,28,1,0,0.0
158,20,3,5,2,20,40,1,322.061,31,1,0,0.0
159,20,4,5,2,20,40,1,994.536,22,0,0,0.0
160,21,0,5,1,80,60,0,559.14,80,1,0,0.0
161,21,1,5,1,80,60,0,381.899,77,1,0,0.0
162,21,2,5,1,80,60,0,340.98400000000004,81,1,0,0.0
163,21,3,5,1,80,60,1,1237.0110000000002,60,1,0,0.0
164,21,4,5,1,80,60,0,463.817,92,0,0,0.0
165,22,0,10,1,48,40,0,521.336,42,1,0,0.0
166,22,1,10,1,48,40,1,338.61400000000003,24,1,0,0.0
167,22,2,10,1,48,40,0,650.107,60,1,0,0.0
168,22,3,10,1,48,40,0,373.7480000000001,64,1,0,0.0
169,22,4,10,1,48,40,0,996.02,49,0,0,0.0
170,22,5,10,1,48,40,0,271.847,40,0,0,0.0
171,22,6,10,1,48,40,0,177.573,58,0,0,0.0
172,22,7,10,1,48,40,0,79.43799999999999,43,0,0,0.0
173,22,8,10,1,48,40,0,0.275,44,0,0,0.0
174,22,9,10,1,48,40,0,101.705,55,0,0,0.0
175,23,0,10,3,40,32,1,509.754,21,1,0,0.0
176,23,1,10,3,40,32,0,151.28,58,1,0,0.0
177,23,2,10,3,40,32,1,366.635,43,1,0,0.0
178,23,3,10,3,40,32,1,749.298,29,1,0,0.0
179,23,4,10,3,40,32,0,205.925,42,0,0,0.0
180,23,5,10,3,40,32,0,225.686,42,0,0,0.0
181,23,6,10,3,40,32,0,86.213,41,0,0,0.0
182,23,7,10,3,40,32,0,55.34,35,0,0,0.0
183,23,8,10,3,40,32,0,90.559,30,0,0,0.0
184,23,9,10,3,40,32,0,74.48100000000001,43,0,0,0.0
185,24,0,10,3,48,60,1,533.485,43,1,0,0.0
186,24,1,10,3,48,60,0,309.261,53,1,0,0.0
187,24,2,10,3,48,60,1,318.271,70,1,0,0.0
188,24,3,10,3,48,60,1,991.723,55,1,0,0.0
189,24,4,10,3,48,60,1,1668.986,65,0,0,0.0
190,24,5,10,3,48,60,1,292.615,73,0,0,0.0
191,24,6,10,3,48,60,1,125.728,55,0,0,0.0
192,24,7,10,3,48,60,1,134.4,49,0,0,0.0
193,24,8,10,3,48,60,1,125.828,51,0,0,0.0
194,24,9,10,3,48,60,1,141.015,52,0,0,0.0
195,25,0,5,2,60,90,1,0.312,96,1,0,0.0
196,25,1,5,2,60,90,0,602.302,72,1,0,0.0
197,25,2,5,2,60,90,0,816.354,66,1,0,0.0
198,25,3,5,2,60,90,1,300.615,92,1,0,0.0
199,25,4,5,2,60,90,1,101.385,99,0,0,0.0
200,26,0,5,3,52,60,1,486.882,68,1,0,0.0
201,26,1,5,3,52,60,1,633.377,63,1,0,0.0
202,26,2,5,3,52,60,1,453.834,62,1,0,0.0
203,26,3,5,3,52,60,0,745.077,51,1,0,0.0
204,26,4,5,3,52,60,1,417.082,60,0,0,0.0
205,27,0,10,3,60,80,1,429.487,79,1,0,0.0
206,27,1,10,3,60,80,0,393.085,74,1,0,0.0
207,27,2,10,3,60,80,1,311.137,74,1,0,0.0
208,27,3,10,3,60,80,1,504.0750000000001,90,1,0,0.0
209,27,4,10,3,60,80,1,360.708,85,0,0,0.0
210,27,5,10,3,60,80,1,1.099,68,0,0,0.0
211,27,6,10,3,60,80,1,116.064,79,0,0,0.0
212,27,7,10,3,60,80,1,0.3359999999999999,86,0,0,0.0
213,27,8,10,3,60,80,1,96.924,69,0,0,0.0
214,27,9,10,3,60,80,1,0.41,85,0,0,0.0
215,28,0,10,2,40,60,1,542.524,58,1,0,0.0
216,28,1,10,2,40,60,1,342.54200000000003,53,1,0,0.0
217,28,2,10,2,40,60,0,686.538,43,1,0,0.0
218,28,3,10,2,40,60,0,1008.097,36,1,0,0.0
219,28,4,10,2,40,60,1,300.387,58,0,0,0.0
220,28,5,10,2,40,60,1,12.749,58,0,0,0.0
221,28,6,10,2,40,60,1,0.4929999999999999,42,0,0,0.0
222,28,7,10,2,40,60,1,70.559,54,0,0,0.0
223,28,8,10,2,40,60,1,0.618,49,0,0,0.0
224,28,9,10,2,40,60,1,0.5670000000000001,57,0,0,0.0
225,29,0,10,1,30,60,0,482.377,21,1,0,0.0
226,29,1,10,1,30,60,0,516.434,26,1,0,0.0
227,29,2,10,1,30,60,1,452.925,58,1,0,0.0
228,29,3,10,1,30,60,0,553.092,30,1,0,0.0
229,29,4,10,1,30,60,1,871.72,65,0,0,0.0
230,29,5,10,1,30,60,1,312.744,43,0,0,0.0
231,29,6,10,1,30,60,1,129.831,49,0,0,0.0
232,29,7,10,1,30,60,1,105.113,48,0,0,0.0
233,29,8,10,1,30,60,1,0.374,63,0,0,0.0
234,29,9,10,1,30,60,1,78.367,72,0,0,0.0
235,30,0,10,2,60,68,0,504.557,49,1,0,0.0
236,30,1,10,2,60,68,1,330.113,65,1,0,0.0
237,30,2,10,2,60,68,0,442.835,51,1,0,0.0
238,30,3,10,2,60,68,1,398.472,65,1,0,0.0
239,30,4,10,2,60,68,1,644.045,61,0,0,0.0
240,30,5,10,2,60,68,1,119.044,72,0,0,0.0
241,30,6,10,2,60,68,1,0.289,70,0,0,0.0
242,30,7,10,2,60,68,1,0.5569999999999999,84,0,0,0.0
243,30,8,10,2,60,68,1,0.527,79,0,0,0.0
244,30,9,10,2,60,68,1,0.4589999999999999,72,0,0,0.0
245,31,0,5,3,68,60,1,633.556,57,1,0,0.0
246,31,1,5,3,68,60,1,381.644,63,1,0,0.0
247,31,2,5,3,68,60,0,460.367,75,1,0,0.0
248,31,3,5,3,68,60,1,1014.31,55,1,0,0.0
249,31,4,5,3,68,60,0,306.523,83,0,0,0.0
250,32,0,10,2,40,48,1,475.837,65,1,0,0.0
251,32,1,10,2,40,48,1,534.562,42,1,0,0.0
252,32,2,10,2,40,48,0,518.3489999999999,62,1,0,0.0
253,32,3,10,2,40,48,0,1695.504,41,1,0,0.0
254,32,4,10,2,40,48,1,887.381,58,0,0,0.0
255,32,5,10,2,40,48,1,271.677,52,0,0,0.0
256,32,6,10,2,40,48,1,0.486,56,0,0,0.0
257,32,7,10,2,40,48,1,78.379,55,0,0,0.0
258,32,8,10,2,40,48,1,127.895,45,0,0,0.0
259,32,9,10,2,40,48,1,127.065,51,0,0,0.0
260,33,0,10,3,40,20,1,447.42,17,1,0,0.0
261,33,1,10,3,40,20,1,409.5750000000001,26,1,0,0.0
262,33,2,10,3,40,20,0,719.804,27,1,0,0.0
263,33,3,10,3,40,20,1,568.145,23,1,0,0.0
264,33,4,10,3,40,20,0,711.069,27,0,0,0.0
265,33,5,10,3,40,20,0,0.732,25,0,0,0.0
266,33,6,10,3,40,20,0,2.971,40,0,0,0.0
267,33,7,10,3,40,20,0,0.631,46,0,0,0.0
268,33,8,10,3,40,20,0,0.66,41,0,0,0.0
269,33,9,10,3,40,20,0,0.709,28,0,0,0.0
270,34,0,10,3,30,60,0,725.11,52,1,0,0.0
271,34,1,10,3,30,60,1,310.106,72,1,0,0.0
272,34,2,10,3,30,60,1,919.399,71,1,0,0.0
273,34,3,10,3,30,60,1,351.077,60,1,0,0.0
274,34,4,10,3,30,60,1,1110.266,67,0,0,0.0
275,34,5,10,3,30,60,1,0.287,57,0,0,0.0
276,34,6,10,3,30,60,1,115.716,65,0,0,0.0
277,34,7,10,3,30,60,1,0.476,75,0,0,0.0
278,34,8,10,3,30,60,1,87.754,61,0,0,0.0
279,34,9,10,3,30,60,1,0.4539999999999999,58,0,0,0.0
280,35,0,10,1,40,60,1,422.013,53,1,0,0.0
281,35,1,10,1,40,60,0,346.974,43,1,0,0.0
282,35,2,10,1,40,60,0,698.106,50,1,0,0.0
283,35,3,10,1,40,60,0,331.924,27,1,0,0.0
284,35,4,10,1,40,60,1,676.5949999999999,57,0,0,0.0
285,35,5,10,1,40,60,1,1.149,56,0,0,0.0
286,35,6,10,1,40,60,1,0.996,63,0,0,0.0
287,35,7,10,1,40,60,1,87.127,69,0,0,0.0
288,35,8,10,1,40,60,1,0.333,68,0,0,0.0
289,35,9,10,1,40,60,1,94.122,62,0,0,0.0
290,36,0,10,2,36,40,0,567.2199999999999,34,1,0,0.0
291,36,1,10,2,36,40,1,350.42,35,1,0,0.0
292,36,2,10,2,36,40,1,372.625,41,1,0,0.0
293,36,3,10,2,36,40,0,660.648,39,1,0,0.0
294,36,4,10,2,36,40,1,4079.353,41,0,0,0.0
295,36,5,10,2,36,40,1,84.428,33,0,0,0.0
296,36,6,10,2,36,40,1,0.378,36,0,0,0.0
297,36,7,10,2,36,40,1,98.672,39,0,0,0.0
298,36,8,10,2,36,40,1,139.206,52,0,0,0.0
299,36,9,10,2,36,40,1,0.415,33,0,0,0.0
300,37,0,5,2,80,60,1,582.937,70,1,0,0.0
301,37,1,5,2,80,60,1,325.715,73,1,0,0.0
302,37,2,5,2,80,60,0,437.883,72,1,0,0.0
303,37,3,5,2,80,60,0,1098.546,67,1,0,0.0
304,37,4,5,2,80,60,0,714.823,91,0,0,0.0
305,38,0,10,2,40,10,0,467.554,46,1,0,0.0
306,38,1,10,2,40,10,0,357.908,51,1,0,0.0
307,38,2,10,2,40,10,1,525.6030000000001,17,1,0,0.0
308,38,3,10,2,40,10,1,373.451,21,1,0,0.0
309,38,4,10,2,40,10,0,803.397,37,0,0,0.0
310,38,5,10,2,40,10,0,0.289,45,0,0,0.0
311,38,6,10,2,40,10,0,0.558,34,0,0,0.0
312,38,7,10,2,40,10,0,73.077,44,0,0,0.0
313,38,8,10,2,40,10,0,1.013,44,0,0,0.0
314,38,9,10,2,40,10,0,95.89,48,0,0,0.0
315,39,0,10,1,40,36,1,593.434,33,1,0,0.0
316,39,1,10,1,40,36,0,318.746,27,1,0,0.0
317,39,2,10,1,40,36,0,360.007,43,1,0,0.0
318,39,3,10,1,40,36,0,583.399,35,1,0,0.0
319,39,4,10,1,40,36,0,316.142,38,0,0,0.0
320,39,5,10,1,40,36,0,133.03400000000002,28,0,0,0.0
321,39,6,10,1,40,36,0,4.323,33,0,0,0.0
322,39,7,10,1,40,36,0,0.431,37,0,0,0.0
323,39,8,10,1,40,36,0,0.7010000000000001,34,0,0,0.0
324,39,9,10,1,40,36,0,114.139,33,0,0,0.0
325,40,0,10,2,60,68,0,2272.393,49,1,0,0.0
326,40,1,10,2,60,68,1,562.086,65,1,0,0.0
327,40,2,10,2,60,68,0,968.821,51,1,0,0.0
328,40,3,10,2,60,68,1,502.55300000000005,65,1,0,0.0
329,40,4,10,2,60,68,1,91.16,57,0,0,0.0
330,40,5,10,2,60,68,1,0.297,63,0,0,0.0
331,40,6,10,2,60,68,1,0.7739999999999999,62,0,0,0.0
332,40,7,10,2,60,68,1,79.33,59,0,0,0.0
333,40,8,10,2,60,68,1,0.384,51,0,0,0.0
334,40,9,10,2,60,68,1,116.978,73,0,0,0.0
335,41,0,10,1,32,40,0,836.869,30,1,0,0.0
336,41,1,10,1,32,40,0,368.8080000000001,34,1,0,0.0
337,41,2,10,1,32,40,0,335.793,27,1,0,0.0
338,41,3,10,1,32,40,1,319.87100000000004,36,1,0,0.0
339,41,4,10,1,32,40,1,9040.878,33,0,0,0.0
340,41,5,10,1,32,40,1,0.4659999999999999,45,0,0,0.0
341,41,6,10,1,32,40,1,95.452,34,0,0,0.0
342,41,7,10,1,32,40,1,63.75300000000001,44,0,0,0.0
343,41,8,10,1,32,40,1,97.7,48,0,0,0.0
344,41,9,10,1,32,40,1,0.312,39,0,0,0.0
345,42,0,5,2,64,60,1,2031.282,52,1,0,0.0
346,42,1,5,2,64,60,1,1466.023,45,1,0,0.0
347,42,2,5,2,64,60,0,451.383,68,1,0,0.0
348,42,3,5,2,64,60,0,423.182,54,1,0,0.0
349,42,4,5,2,64,60,0,60.033,60,0,0,0.0
350,43,0,10,1,40,60,1,598.972,53,1,0,0.0
351,43,1,10,1,40,60,0,380.706,43,1,0,0.0
352,43,2,10,1,40,60,0,507.397,50,1,0,0.0
353,43,3,10,1,40,60,0,428.053,27,1,0,0.0
354,43,4,10,1,40,60,1,552.824,64,0,0,0.0
355,43,5,10,1,40,60,1,0.749,54,0,0,0.0
356,43,6,10,1,40,60,1,107.789,49,0,0,0.0
357,43,7,10,1,40,60,1,0.618,46,0,0,0.0
358,43,8,10,1,40,60,1,97.335,57,0,0,0.0
359,43,9,10,1,40,60,1,0.2669999999999999,55,0,0,0.0
360,44,0,5,3,40,28,1,486.33,25,1,0,0.0
361,44,1,5,3,40,28,1,409.074,24,1,0,0.0
362,44,2,5,3,40,28,1,573.96,38,1,0,0.0
363,44,3,5,3,40,28,0,356.392,38,1,0,0.0
364,44,4,5,3,40,28,0,1386.817,45,0,0,0.0
365,45,0,5,1,48,60,1,527.0169999999999,48,1,0,0.0
366,45,1,5,1,48,60,0,439.967,46,1,0,0.0
367,45,2,5,1,48,60,0,539.4250000000001,40,1,0,0.0
368,45,3,5,1,48,60,0,387.168,46,1,0,0.0
369,45,4,5,1,48,60,1,641.043,63,0,0,0.0
370,46,0,10,1,60,80,0,500.157,65,1,0,0.0
371,46,1,10,1,60,80,1,349.654,72,1,0,0.0
372,46,2,10,1,60,80,0,685.899,63,1,0,0.0
373,46,3,10,1,60,80,0,375.482,53,1,0,0.0
374,46,4,10,1,60,80,1,541.132,85,0,0,0.0
375,46,5,10,1,60,80,1,0.301,76,0,0,0.0
376,46,6,10,1,60,80,1,0.3269999999999999,76,0,0,0.0
377,46,7,10,1,60,80,1,37.973,64,0,0,0.0
378,46,8,10,1,60,80,1,0.491,76,0,0,0.0
379,46,9,10,1,60,80,1,0.286,68,0,0,0.0
380,47,0,10,2,10,40,0,675.339,18,1,0,0.0
381,47,1,10,2,10,40,1,325.16,42,1,0,0.0
382,47,2,10,2,10,40,1,414.269,45,1,0,0.0
383,47,3,10,2,10,40,0,843.2239999999999,15,1,0,0.0
384,47,4,10,2,10,40,1,2782.5510000000004,29,0,0,0.0
385,47,5,10,2,10,40,1,2928.818,37,0,0,0.0
386,47,6,10,2,10,40,1,70.331,50,0,0,0.0
387,47,7,10,2,10,40,1,144.411,40,0,0,0.0
388,47,8,10,2,10,40,1,0.626,45,0,0,0.0
389,47,9,10,2,10,40,1,27.115,32,0,0,0.0
390,48,0,10,2,40,60,0,495.433,41,1,0,0.0
391,48,1,10,2,40,60,0,352.523,47,1,0,0.0
392,48,2,10,2,40,60,1,399.568,74,1,0,0.0
393,48,3,10,2,40,60,1,357.753,67,1,0,0.0
394,48,4,10,2,40,60,1,268.849,67,0,0,0.0
395,48,5,10,2,40,60,1,0.349,53,0,0,0.0
396,48,6,10,2,40,60,1,67.009,56,0,0,0.0
397,48,7,10,2,40,60,1,116.967,62,0,0,0.0
398,48,8,10,2,40,60,1,0.7150000000000001,59,0,0,0.0
399,48,9,10,2,40,60,1,81.86699999999999,47,0,0,0.0
400,49,0,5,2,40,48,1,467.853,58,1,0,0.0
401,49,1,5,2,40,48,0,422.153,51,1,0,0.0
402,49,2,5,2,40,48,0,498.725,28,1,0,0.0
403,49,3,5,2,40,48,1,372.965,47,1,0,0.0
404,49,4,5,2,40,48,1,1746.62,52,0,0,0.0
405,50,0,5,2,40,28,0,913.704,46,1,0,0.0
406,50,1,5,2,40,28,1,289.628,41,1,0,0.0
407,50,2,5,2,40,28,0,251.847,57,1,0,0.0
408,50,3,5,2,40,28,1,1823.527,24,1,0,0.0
409,50,4,5,2,40,28,0,466.834,41,0,0,0.0
410,51,0,5,3,60,56,0,524.938,66,1,0,0.0
411,51,1,5,3,60,56,1,300.711,53,1,0,0.0
412,51,2,5,3,60,56,1,630.29,60,1,0,0.0
413,51,3,5,3,60,56,1,1427.049,48,1,0,0.0
414,51,4,5,3,60,56,0,397.404,51,0,0,0.0
415,52,0,5,2,60,90,1,595.61,96,1,0,0.0
416,52,1,5,2,60,90,0,400.683,72,1,0,0.0
417,52,2,5,2,60,90,0,470.542,66,1,0,0.0
418,52,3,5,2,60,90,1,281.54400000000004,92,1,0,0.0
419,52,4,5,2,60,90,1,123.222,91,0,0,0.0
420,53,0,10,2,40,48,1,492.506,65,1,0,0.0
421,53,1,10,2,40,48,1,373.473,42,1,0,0.0
422,53,2,10,2,40,48,0,531.792,62,1,0,0.0
423,53,3,10,2,40,48,0,483.99,41,1,0,0.0
424,53,4,10,2,40,48,1,958.14,41,0,0,0.0
425,53,5,10,2,40,48,1,411.375,47,0,0,0.0
426,53,6,10,2,40,48,1,39.899,44,0,0,0.0
427,53,7,10,2,40,48,1,0.68,46,0,0,0.0
428,53,8,10,2,40,48,1,95.368,50,0,0,0.0
429,53,9,10,2,40,48,1,0.769,39,0,0,0.0
430,54,0,10,2,48,60,1,0.296,51,1,0,0.0
431,54,1,10,2,48,60,0,515.831,37,1,0,0.0
432,54,2,10,2,48,60,1,428.432,62,1,0,0.0
433,54,3,10,2,48,60,0,448.744,47,1,0,0.0
434,54,4,10,2,48,60,1,395.459,61,0,0,0.0
435,54,5,10,2,48,60,1,681.652,66,0,0,0.0
436,54,6,10,2,48,60,1,0.553,60,0,0,0.0
437,54,7,10,2,48,60,1,0.812,61,0,0,0.0
438,54,8,10,2,48,60,1,100.21,57,0,0,0.0
439,54,9,10,2,48,60,1,100.443,48,0,0,0.0
440,55,0,5,2,60,72,0,589.746,58,1,0,0.0
441,55,1,5,2,60,72,1,276.54400000000004,68,1,0,0.0
442,55,2,5,2,60,72,0,366.612,76,1,0,0.0
443,55,3,5,2,60,72,1,1885.974,72,1,0,0.0
444,55,4,5,2,60,72,0,933.577,58,0,0,0.0
445,56,0,10,3,52,40,1,644.703,48,1,0,0.0
446,56,1,10,3,52,40,0,320.05,45,1,0,0.0
447,56,2,10,3,52,40,1,377.059,41,1,0,0.0
448,56,3,10,3,52,40,1,1087.709,48,1,0,0.0
449,56,4,10,3,52,40,1,159.703,37,0,0,0.0
450,56,5,10,3,52,40,1,46.612,36,0,0,0.0
451,56,6,10,3,52,40,1,0.5760000000000001,56,0,0,0.0
452,56,7,10,3,52,40,1,0.7290000000000001,48,0,0,0.0
453,56,8,10,3,52,40,1,74.109,37,0,0,0.0
454,56,9,10,3,52,40,1,0.287,45,0,0,0.0
