,task,trial,horizon,uncertainty,slot1_value,slot2_value,choice,RT,reward,forced,participant,tier
39,4,9,10,1,60,30,0,477.318,56,0,0,0.0
40,5,0,10,1,60,68,0,703.013,48,1,0,0.0
41,5,1,10,1,60,68,1,817.975,56,1,0,0.0
42,5,2,10,1,60,68,0,342.714,56,1,0,0.0
43,5,3,10,1,60,68,0,463.105,61,1,0,0.0
44,5,4,10,1,60,68,1,1290.53,66,0,0,0.0
45,5,5,10,1,60,68,1,626.684,64,0,0,0.0
46,5,6,10,1,60,68,1,959.356,66,0,0,0.0
47,5,7,10,1,60,68,1,606.184,59,0,0,0.0
48,5,8,10,1,60,68,0,915.471,69,0,0,0.0
49,5,9,10,1,60,68,1,682.847,67,0,0,0.0
50,6,0,10,3,60,64,1,1020.152,69,1,0,0.0
51,6,1,10,3,60,64,0,513.9860000000001,65,1,0,0.0
52,6,2,10,3,60,64,1,426.372,53,1,0,0.0
53,6,3,10,3,60,64,1,375.939,52,1,0,0.0
54,6,4,10,3,60,64,0,509.589,62,0,0,0.0
55,6,5,10,3,60,64,0,679.554,74,0,0,0.0
56,6,6,10,3,60,64,0,552.532,54,0,0,0.0
57,6,7,10,3,60,64,1,479.581,70,0,0,0.0
58,6,8,10,3,60,64,1,1744.428,68,0,0,0.0
59,6,9,10,3,60,64,1,1806.664,56,0,0,0.0
60,7,0,5,2,60,64,1,925.1,69,1,0,0.0
61,7,1,5,2,60,64,0,453.55,72,1,0,0.0
62,7,2,5,2,60,64,1,377.72,48,1,0,0.0
63,7,3,5,2,60,64,0,542.662,73,1,0,0.0
64,7,4,5,2,60,64,0,1439.822,57,0,0,0.0
65,8,0,5,2,44,40,1,1955.643,35,1,0,0.0
66,8,1,5,2,44,40,0,467.293,39,1,0,0.0
67,8,2,5,2,44,40,0,445.474,46,1,0,0.0
68,8,3,5,2,44,40,1,602.524,42,1,0,0.0
69,8,4,5,2,44,40,0,1511.937,52,0,0,0.0
70,9,0,10,3,48,60,1,737.0029999999999,52,1,0,0.0
71,9,1,10,3,48,60,1,449.822,66,1,0,0.0
72,9,2,10,3,48,60,0,436.273,56,1,0,0.0
73,9,3,10,3,48,60,1,511.88999999999993,55,1,0,0.0
74,9,4,10,3,48,60,0,1127.399,45,0,0,0.0
75,9,5,10,3,48,60,0,624.085,55,0,0,0.0
76,9,6,10,3,48,60,1,1620.255,59,0,0,0.0
77,9,7,10,3,48,60,1,665.331,65,0,0,0.0
78,9,8,10,3,48,60,0,506.267,53,0,0,0.0
79,9,9,10,3,48,60,1,450.867,58,0,0,0.0
80,10,0,10,2,70,40,1,710.6940000000001,26,1,0,0.0
81,10,1,10,2,70,40,0,327.85900000000004,72,1,0,0.0
82,10,2,10,2,70,40,1,425.546,47,1,0,0.0
83,10,3,10,2,70,40,0,501.128,65,1,0,0.0
84,10,4,10,2,70,40,1,727.818,47,0,0,0.0
85,10,5,10,2,70,40,0,600.2180000000001,75,0,0,0.0
86,10,6,10,2,70,40,0,932.66,71,0,0,0.0
87,10,7,10,2,70,40,0,693.527,84,0,0,0.0
88,10,8,10,2,70,40,0,574.64,65,0,0,0.0
89,10,9,10,2,70,40,1,747.9449999999999,41,0,0,0.0
90,11,0,10,2,60,64,0,748.306,51,1,0,0.0
91,11,1,10,2,60,64,1,434.9,74,1,0,0.0
92,11,2,10,2,60,64,1,423.389,54,1,0,0.0
93,11,3,10,2,60,64,0,604.606,51,1,0,0.0
94,11,4,10,2,60,64,1,752.881,71,0,0,0.0
95,11,5,10,2,60,64,1,391.906,49,0,0,0.0
96,11,6,10,2,60,64,0,413.247,58,0,0,0.0
97,11,7,10,2,60,64,1,1459.138,64,0,0,0.0
98,11,8,10,2,60,64,1,1028.244,82,0,0,0.0
99,11,9,10,2,60,64,1,479.968,63,0,0,0.0
100,12,0,5,3,40,32,1,883.635,35,1,0,0.0
101,12,1,5,3,40,32,1,412.132,21,1,0,0.0
102,12,2,5,3,40,32,0,298.78700000000003,41,1,0,0.0
103,12,3,5,3,40,32,1,955.948,43,1,0,0.0
104,12,4,5,3,40,32,0,1044.311,30,0,0,0.0
105,13,0,10,1,40,52,0,722.904,47,1,0,0.0
106,13,1,10,1,40,52,0,529.028,38,1,0,0.0
107,13,2,10,1,40,52,1,473.823,60,1,0,0.0
108,13,3,10,1,40,52,0,355.309,37,1,0,0.0
109,13,4,10,1,40,52,1,1323.3429999999998,61,0,0,0.0
110,13,5,10,1,40,52,1,739.4920000000001,48,0,0,0.0
111,13,6,10,1,40,52,0,731.5840000000001,38,0,0,0.0
112,13,7,10,1,40,52,1,1434.799,48,0,0,0.0
113,13,8,10,1,40,52,1,1423.264,53,0,0,0.0
114,13,9,10,1,40,52,1,593.836,60,0,0,0.0
115,14,0,5,1,48,60,0,897.779,44,1,0,0.0
116,14,1,5,1,48,60,0,761.996,64,1,0,0.0
117,14,2,5,1,48,60,1,681.45,71,1,0,0.0
118,14,3,5,1,48,60,0,538.906,45,1,0,0.0
119,14,4,5,1,48,60,1,980.458,68,0,0,0.0
120,15,0,5,3,40,10,0,883.2130000000001,40,1,0,0.0
121,15,1,5,3,40,10,1,1541.312,16,1,0,0.0
122,15,2,5,3,40,10,1,1335.236,13,1,0,0.0
123,15,3,5,3,40,10,1,702.7710000000001,13,1,0,0.0
124,15,4,5,3,40,10,0,656.242,22,0,0,0.0
125,16,0,10,3,60,90,1,772.156,91,1,0,0.0
126,16,1,10,3,60,90,0,811.331,54,1,0,0.0
127,16,2,10,3,60,90,1,561.1610000000001,97,1,0,0.0
128,16,3,10,3,60,90,1,544.4290000000001,91,1,0,0.0
129,16,4,10,3,60,90,1,487.726,94,0,0,0.0
130,16,5,10,3,60,90,1,402.016,95,0,0,0.0
131,16,6,10,3,60,90,1,527.3449999999999,99,0,0,0.0
132,16,7,10,3,60,90,1,311.178,94,0,0,0.0
133,16,8,10,3,60,90,1,296.09400000000005,99,0,0,0.0
134,16,9,10,3,60,90,1,359.95899999999995,90,0,0,0.0
135,17,0,5,2,52,40,1,846.4509999999999,51,1,0,0.0
136,17,1,5,2,52,40,0,370.531,48,1,0,0.0
137,17,2,5,2,52,40,0,712.795,52,1,0,0.0
138,17,3,5,2,52,40,1,737.679,34,1,0,0.0
139,17,4,5,2,52,40,0,905.982,53,0,0,0.0
140,18,0,10,3,52,60,1,679.901,57,1,0,0.0
141,18,1,10,3,52,60,1,400.721,70,1,0,0.0
142,18,2,10,3,52,60,1,286.714,60,1,0,0.0
143,18,3,10,3,52,60,0,775.9300000000001,59,1,0,0.0
144,18,4,10,3,52,60,0,1853.774,68,0,0,0.0
145,18,5,10,3,52,60,0,2721.411,59,0,0,0.0
146,18,6,10,3,52,60,1,450.382,65,0,0,0.0
147,18,7,10,3,52,60,1,293.402,49,0,0,0.0
148,18,8,10,3,52,60,1,621.876,63,0,0,0.0
149,18,9,10,3,52,60,1,321.411,59,0,0,0.0
150,19,0,5,1,20,40,0,1034.664,20,1,0,0.0
151,19,1,5,1,20,40,0,415.172,5,1,0,0.0
152,19,2,5,1,20,40,0,880.832,3,1,0,0.0
153,19,3,5,1,20,40,1,506.166,27,1,0,0.0
154,19,4,5,1,20,40,1,1043.778,41,0,0,0.0
155,20,0,5,2,72,60,1,839.6850000000001,68,1,0,0.0
156,20,1,5,2,72,60,1,614.6709999999999,74,1,0,0.0
157,20,2,5,2,72,60,0,505.394,69,1,0,0.0
158,20,3,5,2,72,60,0,411.894,60,1,0,0.0
159,20,4,5,2,72,60,1,1241.346,61,0,0,0.0
160,21,0,5,3,60,72,1,678.477,61,1,0,0.0
161,21,1,5,3,60,72,0,351.084,51,1,0,0.0
162,21,2,5,3,60,72,1,350.356,75,1,0,0.0
163,21,3,5,3,60,72,1,422.676,73,1,0,0.0
164,21,4,5,3,60,72,1,1394.876,66,0,0,0.0
165,22,0,10,2,52,60,0,730.6080000000001,57,1,0,0.0
166,22,1,10,2,52,60,1,466.422,54,1,0,0.0
167,22,2,10,2,52,60,1,326.37100000000004,55,1,0,0.0
168,22,3,10,2,52,60,0,1230.016,60,1,0,0.0
169,22,4,10,2,52,60,0,1505.603,57,0,0,0.0
170,22,5,10,2,52,60,0,651.558,72,0,0,0.0
171,22,6,10,2,52,60,0,430.09,61,0,0,0.0
172,22,7,10,2,52,60,0,930.947,61,0,0,0.0
173,22,8,10,2,52,60,0,1272.5089999999998,52,0,0,0.0
174,22,9,10,2,52,60,1,586.861,52,0,0,0.0
175,23,0,5,1,72,60,1,785.8159999999999,49,1,0,0.0
176,23,1,5,1,72,60,0,375.215,83,1,0,0.0
177,23,2,5,1,72,60,0,446.312,70,1,0,0.0
178,23,3,5,1,72,60,0,410.604,71,1,0,0.0
179,23,4,5,1,72,60,1,768.1510000000001,53,0,0,0.0
180,24,0,5,3,90,60,0,1374.866,91,1,0,0.0
181,24,1,5,3,90,60,1,389.73,51,1,0,0.0
182,24,2,5,3,90,60,1,707.56,48,1,0,0.0
183,24,3,5,3,90,60,1,382.214,51,1,0,0.0
184,24,4,5,3,90,60,0,452.221,96,0,0,0.0
185,25,0,5,3,52,40,1,1120.423,39,1,0,0.0
186,25,1,5,3,52,40,0,955.076,49,1,0,0.0
187,25,2,5,3,52,40,1,472.881,33,1,0,0.0
188,25,3,5,3,52,40,1,412.545,43,1,0,0.0
189,25,4,5,3,52,40,0,938.101,56,0,0,0.0
190,26,0,10,2,40,36,1,726.048,10,1,0,0.0
191,26,1,10,2,40,36,0,371.714,43,1,0,0.0
192,26,2,10,2,40,36,1,371.767,25,1,0,0.0
193,26,3,10,2,40,36,0,473.802,33,1,0,0.0
194,26,4,10,2,40,36,0,1211.113,30,0,0,0.0
195,26,5,10,2,40,36,0,872.39,48,0,0,0.0
196,26,6,10,2,40,36,0,459.432,33,0,0,0.0
197,26,7,10,2,40,36,0,686.735,39,0,0,0.0
198,26,8,10,2,40,36,1,783.215,34,0,0,0.0
199,26,9,10,2,40,36,0,707.8290000000001,38,0,0,0.0
200,27,0,10,2,52,40,0,1795.011,41,1,0,0.0
201,27,1,10,2,52,40,1,786.98,35,1,0,0.0
202,27,2,10,2,52,40,0,1161.243,59,1,0,0.0
203,27,3,10,2,52,40,1,337.19100000000003,47,1,0,0.0
204,27,4,10,2,52,40,0,1193.691,46,0,0,0.0
205,27,5,10,2,52,40,0,622.657,39,0,0,0.0
206,27,6,10,2,52,40,1,1275.149,43,0,0,0.0
207,27,7,10,2,52,40,0,2716.8540000000003,68,0,0,0.0
208,27,8,10,2,52,40,0,852.795,53,0,0,0.0
209,27,9,10,2,52,40,0,200.245,44,0,0,0.0
210,28,0,5,1,44,40,0,756.274,52,1,0,0.0
211,28,1,5,1,44,40,1,524.453,45,1,0,0.0
212,28,2,5,1,44,40,0,303.312,50,1,0,0.0
213,28,3,5,1,44,40,0,2024.413,45,1,0,0.0
214,28,4,5,1,44,40,0,1731.949,40,0,0,0.0
215,29,0,10,2,10,40,0,645.78,11,1,0,0.0
216,29,1,10,2,10,40,0,1014.028,10,1,0,0.0
217,29,2,10,2,10,40,1,558.4449999999999,47,1,0,0.0
218,29,3,10,2,10,40,1,461.787,31,1,0,0.0
219,29,4,10,2,10,40,0,657.756,18,0,0,0.0
220,29,5,10,2,10,40,1,507.767,46,0,0,0.0
221,29,6,10,2,10,40,1,301.262,34,0,0,0.0
222,29,7,10,2,10,40,1,325.461,43,0,0,0.0
223,29,8,10,2,10,40,1,181.244,51,0,0,0.0
224,29,9,10,2,10,40,1,114.604,43,0,0,0.0
225,30,0,5,2,68,60,1,628.3480000000001,58,1,0,0.0
226,30,1,5,2,68,60,1,447.472,56,1,0,0.0
227,30,2,5,2,68,60,0,452.984,85,1,0,0.0
228,30,3,5,2,68,60,0,632.034,72,1,0,0.0
229,30,4,5,2,68,60,0,979.973,56,0,0,0.0
230,31,0,10,2,28,40,1,602.514,41,1,0,0.0
231,31,1,10,2,28,40,0,330.04200000000003,23,1,0,0.0
232,31,2,10,2,28,40,0,537.751,35,1,0,0.0
233,31,3,10,2,28,40,1,377.375,34,1,0,0.0
234,31,4,10,2,28,40,0,534.338,26,0,0,0.0
235,31,5,10,2,28,40,1,655.186,25,0,0,0.0
236,31,6,10,2,28,40,1,866.684,37,0,0,0.0
237,31,7,10,2,28,40,0,460.294,32,0,0,0.0
238,31,8,10,2,28,40,0,406.334,27,0,0,0.0
239,31,9,10,2,28,40,0,1002.78,20,0,0,0.0
240,32,0,10,1,60,56,0,904.374,64,1,0,0.0
241,32,1,10,1,60,56,0,489.833,68,1,0,0.0
242,32,2,10,1,60,56,1,684.615,55,1,0,0.0
243,32,3,10,1,60,56,0,735.023,62,1,0,0.0
244,32,4,10,1,60,56,1,1493.873,53,0,0,0.0
245,32,5,10,1,60,56,0,1568.185,59,0,0,0.0
246,32,6,10,1,60,56,0,367.346,64,0,0,0.0
247,32,7,10,1,60,56,0,310.862,50,0,0,0.0
248,32,8,10,1,60,56,0,254.743,69,0,0,0.0
249,32,9,10,1,60,56,1,960.812,54,0,0,0.0
250,33,0,5,3,40,48,1,905.348,30,1,0,0.0
251,33,1,5,3,40,48,0,1433.848,34,1,0,0.0
252,33,2,5,3,40,48,1,502.163,50,1,0,0.0
253,33,3,5,3,40,48,1,617.092,56,1,0,0.0
254,33,4,5,3,40,48,0,628.1999999999999,30,0,0,0.0
255,34,0,10,3,40,36,1,634.473,32,1,0,0.0
256,34,1,10,3,40,36,1,405.9,46,1,0,0.0
257,34,2,10,3,40,36,1,453.009,41,1,0,0.0
258,34,3,10,3,40,36,0,510.099,35,1,0,0.0
259,34,4,10,3,40,36,1,1039.0600000000002,24,0,0,0.0
260,34,5,10,3,40,36,0,595.193,38,0,0,0.0
261,34,6,10,3,40,36,0,313.916,33,0,0,0.0
262,34,7,10,3,40,36,0,513.98,38,0,0,0.0
263,34,8,10,3,40,36,1,1346.864,44,0,0,0.0
264,34,9,10,3,40,36,1,945.908,38,0,0,0.0
265,35,0,5,2,40,28,0,907.262,31,1,0,0.0
266,35,1,5,2,40,28,1,393.806,12,1,0,0.0
267,35,2,5,2,40,28,0,1017.59,53,1,0,0.0
268,35,3,5,2,40,28,1,822.5219999999999,25,1,0,0.0
269,35,4,5,2,40,28,0,1002.835,36,0,0,0.0
270,36,0,10,2,60,40,1,643.138,50,1,0,0.0
271,36,1,10,2,60,40,0,300.70000000000005,51,1,0,0.0
272,36,2,10,2,60,40,0,767.755,55,1,0,0.0
273,36,3,10,2,60,40,1,860.768,33,1,0,0.0
274,36,4,10,2,60,40,0,1231.7769999999998,63,0,0,0.0
275,36,5,10,2,60,40,0,556.784,70,0,0,0.0
276,36,6,10,2,60,40,0,379.551,55,0,0,0.0
277,36,7,10,2,60,40,0,1072.732,63,0,0,0.0
278,36,8,10,2,60,40,0,395.391,56,0,0,0.0
279,36,9,10,2,60,40,0,511.491,61,0,0,0.0
280,37,0,5,2,90,60,1,744.574,72,1,0,0.0
281,37,1,5,2,90,60,0,297.09000000000003,84,1,0,0.0
282,37,2,5,2,90,60,0,443.335,79,1,0,0.0
283,37,3,5,2,90,60,1,592.342,57,1,0,0.0
284,37,4,5,2,90,60,0,1701.811,94,0,0,0.0
285,38,0,10,2,40,48,1,775.235,50,1,0,0.0
286,38,1,10,2,40,48,1,438.002,64,1,0,0.0
287,38,2,10,2,40,48,0,482.764,28,1,0,0.0
288,38,3,10,2,40,48,0,340.553,44,1,0,0.0
289,38,4,10,2,40,48,1,1061.1029999999998,40,0,0,0.0
290,38,5,10,2,40,48,1,640.364,61,0,0,0.0
291,38,6,10,2,40,48,1,658.922,49,0,0,0.0
292,38,7,10,2,40,48,0,558.614,50,0,0,0.0
293,38,8,10,2,40,48,0,851.724,34,0,0,0.0
294,38,9,10,2,40,48,1,486.154,55,0,0,0.0
295,39,0,10,3,40,32,1,960.587,23,1,0,0.0
296,39,1,10,3,40,32,0,304.419,40,1,0,0.0
297,39,2,10,3,40,32,1,386.2070000000001,44,1,0,0.0
298,39,3,10,3,40,32,1,400.265,33,1,0,0.0
299,39,4,10,3,40,32,0,1293.185,38,0,0,0.0
300,39,5,10,3,40,32,0,495.431,38,0,0,0.0
301,39,6,10,3,40,32,0,1104.393,32,0,0,0.0
302,39,7,10,3,40,32,1,961.025,26,0,0,0.0
303,39,8,10,3,40,32,0,344.971,46,0,0,0.0
304,39,9,10,3,40,32,0,271.096,54,0,0,0.0
305,40,0,10,3,56,60,1,1509.902,63,1,0,0.0
306,40,1,10,3,56,60,0,376.686,60,1,0,0.0
307,40,2,10,3,56,60,1,561.018,59,1,0,0.0
308,40,3,10,3,56,60,1,312.617,48,1,0,0.0
309,40,4,10,3,56,60,1,2544.586,75,0,0,0.0
310,40,5,10,3,56,60,1,424.581,65,0,0,0.0
311,40,6,10,3,56,60,1,1101.399,55,0,0,0.0
312,40,7,10,3,56,60,0,340.972,62,0,0,0.0
313,40,8,10,3,56,60,1,1981.005,64,0,0,0.0
314,40,9,10,3,56,60,0,721.834,56,0,0,0.0
315,41,0,10,2,60,68,1,601.874,77,1,0,0.0
316,41,1,10,2,60,68,0,446.76,46,1,0,0.0
317,41,2,10,2,60,68,0,524.121,57,1,0,0.0
318,41,3,10,2,60,68,1,493.329,63,1,0,0.0
319,41,4,10,2,60,68,1,1071.39,65,0,0,0.0
320,41,5,10,2,60,68,1,312.54900000000004,63,0,0,0.0
321,41,6,10,2,60,68,1,346.757,73,0,0,0.0
322,41,7,10,2,60,68,1,314.21,62,0,0,0.0
323,41,8,10,2,60,68,1,609.957,59,0,0,0.0
324,41,9,10,2,60,68,0,1645.744,58,0,0,0.0
325,42,0,10,2,60,80,1,792.492,82,1,0,0.0
326,42,1,10,2,60,80,0,1381.807,57,1,0,0.0
327,42,2,10,2,60,80,0,389.013,62,1,0,0.0
328,42,3,10,2,60,80,1,626.972,77,1,0,0.0
329,42,4,10,2,60,80,1,1071.178,79,0,0,0.0
330,42,5,10,2,60,80,1,498.747,76,0,0,0.0
331,42,6,10,2,60,80,1,460.266,87,0,0,0.0
332,42,7,10,2,60,80,1,1351.761,99,0,0,0.0
333,42,8,10,2,60,80,1,382.781,69,0,0,0.0
334,42,9,10,2,60,80,0,987.432,61,0,0,0.0
335,43,0,10,2,64,60,0,1008.59,74,1,0,0.0
336,43,1,10,2,64,60,0,510.131,75,1,0,0.0
337,43,2,10,2,64,60,1,775.8739999999999,57,1,0,0.0
338,43,3,10,2,64,60,1,407.202,53,1,0,0.0
339,43,4,10,2,64,60,0,652.106,55,0,0,0.0
340,43,5,10,2,64,60,1,1983.359,51,0,0,0.0
341,43,6,10,2,64,60,0,287.19800000000004,73,0,0,0.0
342,43,7,10,2,64,60,0,839.86,65,0,0,0.0
343,43,8,10,2,64,60,0,225.592,82,0,0,0.0
344,43,9,10,2,64,60,0,286.189,86,0,0,0.0
345,44,0,10,2,30,60,0,711.014,40,1,0,0.0
346,44,1,10,2,30,60,1,440.484,62,1,0,0.0
347,44,2,10,2,30,60,1,349.228,68,1,0,0.0
348,44,3,10,2,30,60,0,557.714,37,1,0,0.0
349,44,4,10,2,30,60,1,1068.0,62,0,0,0.0
350,44,5,10,2,30,60,1,816.083,62,0,0,0.0
351,44,6,10,2,30,60,1,276.821,60,0,0,0.0
352,44,7,10,2,30,60,1,342.949,54,0,0,0.0
353,44,8,10,2,30,60,0,621.462,35,0,0,0.0
354,44,9,10,2,30,60,1,89.98299999999999,71,0,0,0.0
355,45,0,10,2,56,60,1,774.751,71,1,0,0.0
356,45,1,10,2,56,60,0,418.039,55,1,0,0.0
357,45,2,10,2,56,60,0,736.3420000000001,54,1,0,0.0
358,45,3,10,2,56,60,1,376.62,63,1,0,0.0
359,45,4,10,2,56,60,1,2222.197,66,0,0,0.0
360,45,5,10,2,56,60,1,890.343,50,0,0,0.0
361,45,6,10,2,56,60,1,1444.8529999999998,52,0,0,0.0
362,45,7,10,2,56,60,0,585.093,69,0,0,0.0
363,45,8,10,2,56,60,0,789.922,60,0,0,0.0
364,45,9,10,2,56,60,0,1498.993,63,0,0,0.0
365,46,0,5,3,36,40,1,645.0360000000001,29,1,0,0.0
366,46,1,5,3,36,40,1,511.277,28,1,0,0.0
367,46,2,5,3,36,40,1,490.239,40,1,0,0.0
368,46,3,5,3,36,40,0,585.639,49,1,0,0.0
369,46,4,5,3,36,40,1,2792.65,51,0,0,0.0
370,47,0,10,2,40,32,0,870.541,26,1,0,0.0
371,47,1,10,2,40,32,0,1499.409,42,1,0,0.0
372,47,2,10,2,40,32,1,404.925,30,1,0,0.0
373,47,3,10,2,40,32,1,314.421,47,1,0,0.0
374,47,4,10,2,40,32,1,1930.25,39,0,0,0.0
375,47,5,10,2,40,32,1,938.491,32,0,0,0.0
376,47,6,10,2,40,32,0,282.524,27,0,0,0.0
377,47,7,10,2,40,32,1,323.909,24,0,0,0.0
378,47,8,10,2,40,32,0,516.8439999999999,47,0,0,0.0
379,47,9,10,2,40,32,0,380.38,42,0,0,0.0
380,48,0,5,3,68,60,0,1162.363,74,1,0,0.0
381,48,1,5,3,68,60,1,545.648,62,1,0,0.0
382,48,2,5,3,68,60,1,554.0319999999999,69,1,0,0.0
383,48,3,5,3,68,60,1,737.793,57,1,0,0.0
384,48,4,5,3,68,60,0,1890.066,61,0,0,0.0
385,49,0,5,2,44,40,0,698.7900000000001,37,1,0,0.0
386,49,1,5,2,44,40,1,349.8,38,1,0,0.0
387,49,2,5,2,44,40,1,349.74300000000005,44,1,0,0.0
388,49,3,5,2,44,40,0,741.043,45,1,0,0.0
389,49,4,5,2,44,40,1,2277.589,40,0,0,0.0
390,50,0,10,1,40,48,0,887.255,51,1,0,0.0
391,50,1,10,1,40,48,1,354.47200000000004,51,1,0,0.0
392,50,2,10,1,40,48,0,810.337,53,1,0,0.0
393,50,3,10,1,40,48,0,449.406,24,1,0,0.0
394,50,4,10,1,40,48,1,1564.133,47,0,0,0.0
395,50,5,10,1,40,48,1,553.604,42,0,0,0.0
396,50,6,10,1,40,48,0,489.371,33,0,0,0.0
397,50,7,10,1,40,48,1,985.669,67,0,0,0.0
398,50,8,10,1,40,48,1,645.61,44,0,0,0.0
399,50,9,10,1,40,48,0,369.39,45,0,0,0.0
400,51,0,5,1,32,40,0,871.115,43,1,0,0.0
401,51,1,5,1,32,40,0,433.727,24,1,0,0.0
402,51,2,5,1,32,40,0,438.432,34,1,0,0.0
403,51,3,5,1,32,40,1,371.266,35,1,0,0.0
404,51,4,5,1,32,40,1,1385.593,40,0,0,0.0
405,52,0,5,2,48,60,0,640.571,39,1,0,0.0
406,52,1,5,2,48,60,1,975.222,58,1,0,0.0
407,52,2,5,2,48,60,1,603.469,62,1,0,0.0
408,52,3,5,2,48,60,0,1201.229,56,1,0,0.0
409,52,4,5,2,48,60,1,4087.278,42,0,0,0.0
410,53,0,10,2,40,20,0,633.946,43,1,0,0.0
411,53,1,10,2,40,20,0,429.444,35,1,0,0.0
412,53,2,10,2,40,20,1,610.21,35,1,0,0.0
413,53,3,10,2,40,20,1,1216.6319999999998,17,1,0,0.0
414,53,4,10,2,40,20,0,1469.102,33,0,0,0.0
415,53,5,10,2,40,20,0,800.005,37,0,0,0.0
416,53,6,10,2,40,20,1,662.114,27,0,0,0.0
417,53,7,10,2,40,20,0,497.665,33,0,0,0.0
418,53,8,10,2,40,20,0,2000.776,37,0,0,0.0
419,53,9,10,2,40,20,0,285.342,32,0,0,0.0
420,54,0,10,1,60,80,1,591.3580000000001,90,1,0,0.0
421,54,1,10,1,60,80,0,429.024,55,1,0,0.0
422,54,2,10,1,60,80,0,466.034,45,1,0,0.0
423,54,3,10,1,60,80,0,1069.689,56,1,0,0.0
424,54,4,10,1,60,80,1,959.633,83,0,0,0.0
425,54,5,10,1,60,80,1,599.303,86,0,0,0.0
426,54,6,10,1,60,80,1,653.38,79,0,0,0.0
427,54,7,10,1,60,80,1,607.611,80,0,0,0.0
428,54,8,10,1,60,80,1,1.155,81,0,0,0.0
429,54,9,10,1,60,80,1,1.228,74,0,0,0.0
430,55,0,5,2,90,60,1,643.64,58,1,0,0.0
431,55,1,5,2,90,60,1,420.797,70,1,0,0.0
432,55,2,5,2,90,60,0,371.416,83,1,0,0.0
433,55,3,5,2,90,60,0,489.801,81,1,0,0.0
434,55,4,5,2,90,60,0,623.084,89,0,0,0.0
435,56,0,10,3,40,60,1,571.234,62,1,0,0.0
436,56,1,10,3,40,60,1,378.433,67,1,0,0.0
437,56,2,10,3,40,60,1,434.285,62,1,0,0.0
438,56,3,10,3,40,60,0,455.102,51,1,0,0.0
439,56,4,10,3,40,60,1,1400.367,63,0,0,0.0
440,56,5,10,3,40,60,1,365.287,60,0,0,0.0
441,56,6,10,3,40,60,0,252.42,51,0,0,0.0
442,56,7,10,3,40,60,1,198.492,74,0,0,0.0
443,56,8,10,3,40,60,1,355.808,62,0,0,0.0
444,56,9,10,3,40,60,0,281.947,48,0,0,0.0
445,57,0,5,2,60,80,1,764.831,86,1,0,0.0
446,57,1,5,2,60,80,0,396.655,73,1,0,0.0
447,57,2,5,2,60,80,0,418.629,82,1,0,0.0
448,57,3,5,2,60,80,1,311.917,82,1,0,0.0
449,57,4,5,2,60,80,1,2711.692,92,0,0,0.0
450,58,0,10,2,72,60,1,608.932,77,1,0,0.0
