,participant,param,reward
0,2,0.6268110871315002,0.265
1,5,0.5210281610488892,0.2775
2,12,0.687487781047821,0.23
3,13,6.534021667903289e-05,0.235
4,31,0.2538761496543884,0.2975
5,34,0.7955862283706665,0.2125
6,51,0.9990969896316528,0.2475
7,52,0.8887305855751038,0.3
8,58,0.02010553702712059,0.23
9,65,1.4558242583007086e-05,0.255
10,81,0.5478824377059937,0.265
11,87,0.0023281711619347334,0.3025
