,participant,param,reward
0,2,0.23490458726882935,0.2275
1,5,0.0005362858646549284,0.26
2,12,0.999964714050293,0.225
3,13,0.9999637603759766,0.3025
4,31,0.9999637603759766,0.2825
5,34,0.9999637603759766,0.295
6,51,0.9999637603759766,0.28
7,52,0.9999637603759766,0.2925
8,58,0.9999637603759766,0.285
9,65,0.9999637603759766,0.2675
10,81,0.9999637603759766,0.2275
11,87,0.9999637603759766,0.335
