,participant,param,reward
0,9,-0.04365288093686104,53.0
1,13,0.06487967818975449,48.25753424657534
2,20,0.7522692084312439,53.46027397260274
3,36,0.3959362208843231,51.76438356164383
4,49,0.6126987934112549,57.450746268656715
5,57,0.34745290875434875,55.50277777777778
6,64,0.40284186601638794,52.553424657534244
7,71,0.8279739022254944,54.29041095890411
8,72,0.1920403391122818,49.106849315068494
9,77,0.8327473402023315,54.484931506849314
10,80,0.9101248383522034,54.632876712328766
