,participant,param,reward
0,12,1.1777514219284058,53.68732394366197
1,18,1.179248571395874,54.745714285714286
2,21,0.4756517708301544,50.06027397260274
3,31,1.0730438232421875,51.733333333333334
4,50,1.014370083808899,54.824615384615385
5,52,1.0481843948364258,53.017910447761196
6,57,1.3596488237380981,55.142857142857146
