task,marcelbinz-Llama-3.1-Centaur-8B-adapter_loss,marcelbinz-Llama-3.1-Centaur-8B-adapter_ppl
OVERALL_MEAN,0.6169236699740092,1.853498733131487
gen0,0.6072095036506653,1.8353028406214988
gen1,0.6022442579269409,1.826212697113892
psych101,0.6413172483444214,1.8989806616590696
